problem,test,base,stat,p,A12,median_diff,p_holm,outcome
CantileverBeam,SCA,LSHADE,0.0,5.960464477539063e-08,1.0,0.05562518569243676,1.609325408935547e-05,loss
CantileverBeam,SCA,CMAES,0.0,5.960464477539063e-08,1.0,0.05562518569243676,1.609325408935547e-05,loss
CantileverBeam,SCA,RS,0.0,5.960464477539063e-08,0.0,-1.33384766337981,1.609325408935547e-05,win
CantileverBeam,SSA,DE,0.0,5.960464477539063e-08,1.0,4.1216784654150885e-05,1.609325408935547e-05,loss
CantileverBeam,SSA,PSO,9.0,1.9669532775878906e-06,0.9103999999999999,3.426663383435705e-05,0.0002911090850830078,loss
CantileverBeam,SSA,LSHADE,0.0,5.960464477539063e-08,1.0,4.1216784654150885e-05,1.609325408935547e-05,loss
CantileverBeam,SSA,CMAES,0.0,5.960464477539063e-08,1.0,4.1216784654150885e-05,1.609325408935547e-05,loss
CantileverBeam,SSA,RS,0.0,5.960464477539063e-08,0.0,-1.3894316322875926,1.609325408935547e-05,win
CantileverBeam,HHO,DE,0.0,5.960464477539063e-08,1.0,0.19901742069392814,1.609325408935547e-05,loss
CantileverBeam,HHO,PSO,0.0,5.960464477539063e-08,1.0,0.19901047054310833,1.609325408935547e-05,loss
