problem,algorithm,best,median,mean,std,worst,feas_rate,mean_gap
IBeamDeflection,SCA,0.013077807652100872,0.013111447515561231,0.01314078191983348,6.298517522814546e-05,0.013280068422835823,1.0,0.005100306700536098
IBeamDeflection,SSA,0.013074147746363573,0.013087671293252282,0.013113197112692954,0.00010659794613171057,0.013612032181591177,1.0,0.00299042478587076
IBeamDeflection,WOA,0.013074118914813016,0.013074119161526392,0.01307412101153533,5.894829752805201e-09,0.013074146910629416,1.0,1.6071114133916272e-06
PressureVessel,AOA,6145.749174761225,6476.934175441843,7053.407890101326,1105.0194524639844,9544.645087820807,1.0,0.16398356426835217
PressureVessel,CMAES,6059.714302417974,6410.086721611925,6525.383432085743,443.7401669027872,7544.49251792506,1.0,0.07684670809921956
PressureVessel,DE,6059.714279951365,6059.714315307167,6059.714312341361,1.4278722593110662e-05,6059.714334789073,1.0,0.0
PressureVessel,GWO,6059.987596959534,6062.810444186621,6150.346643396203,276.16032894836013,7402.837299566065,1.0,0.014956531510524262
PressureVessel,HHO,6709.51884764255,9757.075895593256,10827.523934305478,3902.5075537916873,21257.646640019215,1.0,0.7868043501270886
PressureVessel,LSHADE,6059.714282209076,6059.714289228501,6078.3192765384065,62.20091346350638,6370.779669613398,1.0,0.0030702729952036606
PressureVessel,PSO,6059.714289867347,6410.0867352131545,6482.900704375015,500.64267245887237,7544.492517925039,1.0,0.06983602793676455
PressureVessel,RS,6793.168747941216,9022.827250812987,8865.963009676148,1200.3804359772262,11173.676343716063,1.0,0.463099169290486
PressureVessel,SCA,6306.582916048276,7467.101322646336,7539.107397511266,855.2630894327112,9492.081391383632,1.0,0.24413577616464757
PressureVessel,SSA,6063.560958710378,6583.813266507573,6553.179938861085,249.07574646568185,7050.674041596083,1.0,0.08143380637778623
PressureVessel,WOA,6059.942189540901,6410.278568221349,6627.903931427945,598.0863528174334,7544.493848117853,1.0,0.09376507950979919
SpeedReducer,AOA,3025.098888324214,3163.742852479692,3166.7360267641143,80.97518727705472,3363.87337961336,1.0,0.05754413341599506
SpeedReducer,CMAES,2994.47106366157,2994.4710661409345,3031.669387082606,131.31450193172054,3552.4647528268883,1.0,0.012438090093100982
SpeedReducer,DE,2994.471066770092,3076.561675846863,3140.0313912594725,210.9996997694809,4017.3469129192563,1.0,0.04862601382084678
SpeedReducer,GWO,3052.9210926271635,3122.771913457672,3125.9913328142557,48.89697211635478,3226.7373802265392,1.0,0.04393728027436022
SpeedReducer,HHO,3031.5220798572145,4510.788461763648,4456.813279474964,811.1841275003143,5710.756398766312,1.0,0.48837058018234814
SpeedReducer,LSHADE,2994.4710661144777,3102.4991023313514,3142.9585880849663,137.22256331297453,3507.1578502345383,1.0,0.04960356288208571
SpeedReducer,PSO,3018.82020242906,3174.083464860952,3258.0475365389843,314.79202851688854,4487.018660913544,1.0,0.0880379764959455
SpeedReducer,RS,3023.6619068410946,3190.771731242365,3240.3300316665072,141.41500094674325,3613.486980947545,1.0,0.08212114503973991
SpeedReducer,SCA,3057.419102950059,3175.857064328554,3147.2355861200876,51.875772092706924,3213.9503838655573,1.0,0.05103188344383976
SpeedReducer,SSA,3133.5857319651313,3363.87337961336,3312.6164738054686,79.69545167264562,3363.87337961336,1.0,0.10626149086063508
SpeedReducer,WOA,3052.1940780286036,3104.4769801453313,3113.6107249592455,46.53701359366228,3216.292009560527,1.0,0.039802726874729556
TensionSpring,AOA,0.01318466532590438,0.013195517736436287,0.014586525331987017,0.004788340286903345,0.03056681443531366,1.0,0.15171933138468371
TensionSpring,CMAES,0.012665261169954267,0.012673728164683064,0.01267935647450753,2.4533659537597463e-05,0.012787190543480298,1.0,0.0011335550341517817
TensionSpring,DE,0.012665232592524249,0.012665232705859963,0.012665553463730184,9.545626877024546e-07,0.012669387026852294,1.0,4.370025504818833e-05
TensionSpring,GWO,0.012686771004511824,0.012731411988400547,0.012790185020436013,0.00015060515413387206,0.013278563322780596,1.0,0.009884328498698261
TensionSpring,HHO,0.01272240743224932,0.013487318579656474,0.01378080366419689,0.0011444355248173127,0.017080159715063145,1.0,0.08810135524649758
TensionSpring,LSHADE,0.012665232578935728,0.012665233333386719,0.012666222772052515,3.1875575364535704e-06,0.012677767407210027,1.0,9.654733932222461e-05
TensionSpring,PSO,0.012667666373818798,0.013030556013789302,0.013947105936906451,0.0033044558720662903,0.029386980002538525,1.0,0.10123220978337572
TensionSpring,RS,0.013336719879580617,0.017531337095521588,0.017209239243238715,0.002050930205189057,0.02113440225208448,1.0,0.3588029406426147
TensionSpring,SCA,0.01283008115735662,0.013163869910692263,0.013391266506830509,0.0008526889517141362,0.01656939613241844,1.0,0.05734437479909269
TensionSpring,SSA,0.012758101690985258,0.013192581203169492,0.014591204339717133,0.003577104557414894,0.029870476608947958,1.0,0.152088775342845
TensionSpring,WOA,0.012665894790504987,0.013374214887742474,0.013807920596556196,0.0012955093387975532,0.017202182527937076,1.0,0.0902424474185707
ThreeBarTruss,AOA,263.92791333064014,264.1509652204899,264.7945548665136,1.4122338800234604,268.8321338716816,1.0,0.0034055537023042525
ThreeBarTruss,CMAES,263.8958420943536,263.89584235602877,263.8958424393836,2.985091380544064e-07,263.8958433568362,1.0,0.0
ThreeBarTruss,DE,263.8958420573072,263.89584206338304,263.8958420653582,7.827963329042305e-09,263.8958420855166,1.0,0.0
